,top1,top2,top3,top4,top5,p_celebrity_correct
A-sketch-of-Ben-Affleck_1_0.png,"('Ben Affleck', 0.99897623)","('Keanu Reeves', 0.0002963153)","('Alex Jones', 0.00017647452)","('Casey Affleck', 5.1668325e-05)","('Chuck Norris', 4.0997194e-05)",0.99897623
A-sketch-of-Ben-Affleck_2_0.png,"('Ben Affleck', 0.9387865)","('Chris Evans', 0.02729065)","('Casey Affleck', 0.026348159)","('Bridget Regan', 0.00076487364)","('Adam Levine', 0.00056083454)",0.9387865
A-sketch-of-Ben-Affleck_3_0.png,"('Ben Affleck', 0.98460627)","('Casey Affleck', 0.011209811)","('Milo Ventimiglia', 0.00082496455)","('Chris Evans', 0.00070775585)","('Billy Zane', 0.0006489056)",0.98460627
A-sketch-of-Ben-Affleck_4_0.png,"('Ben Affleck', 0.9505934)","('Chris Evans', 0.039447285)","('John Ritter', 0.0030273374)","('Thom Yorke', 0.00084104366)","('Casey Affleck', 0.00074701465)",0.9505934
A-sketch-of-Ben-Affleck_5_0.png,"('Ben Affleck', 0.9590648)","('Mario Casas', 0.025316592)","('Casey Affleck', 0.003041416)","('Chris Evans', 0.0023998076)","('Bud Spencer', 0.0010239834)",0.9590648
A-sketch-of-Ben-Stiller_1_0.png,"('Ben Stiller', 0.99711275)","('Andy Murray', 0.00062589056)","('Zachary Quinto', 0.0004866674)","('Will Arnett', 0.0003067863)","('Scott Bakula', 0.0002696778)",0.99711275
A-sketch-of-Ben-Stiller_2_0.png,"('Ben Stiller', 0.9960024)","('Ron Perlman', 0.0019117919)","('Shawn Michaels', 0.00076995813)","('Cheryl Hines', 0.0002929128)","('Will Ferrell', 0.00019787555)",0.9960024
A-sketch-of-Ben-Stiller_3_0.png,"('Ben Stiller', 0.9962922)","('Scott Bakula', 0.001738669)","('Shawn Michaels', 0.00060806616)","('Anthony Kiedis', 0.00037097634)","('Ron Perlman', 0.00025549505)",0.9962922
A-sketch-of-Ben-Stiller_4_0.png,"('Ben Stiller', 0.9652676)","('Serj Tankian', 0.010778952)","('Anthony Kiedis', 0.0077786315)","('Sheryl Lee Ralph', 0.002836558)","('Ron Perlman', 0.0019662417)",0.9652676
A-sketch-of-Ben-Stiller_5_0.png,"('Ben Stiller', 0.9257104)","('Seth Meyers', 0.024179053)","('Dana Carvey', 0.011081458)","('Will Ferrell', 0.0058245007)","('Eddie Cahill', 0.0045768376)",0.9257104
A-sketch-of-Benicio-Del-Toro_1_0.png,"('Benicio Del Toro', 0.96839696)","('Peter Gallagher', 0.007876571)","('Lee Van Cleef', 0.0070187813)","('John Cho', 0.0028322572)","('Nick Offerman', 0.0021864397)",0.96839696
A-sketch-of-Benicio-Del-Toro_2_0.png,"('Benicio Del Toro', 0.9583692)","('Robert Downey Jr', 0.012954139)","('Tim Curry', 0.011074548)","('Imran Khan', 0.0068146177)","('Danny Pino', 0.0018383831)",0.9583692
A-sketch-of-Benicio-Del-Toro_3_0.png,"('Benicio Del Toro', 0.9995908)","('Robert Downey Jr', 0.00019354577)","('Tim Kang', 3.9515224e-05)","('Joe Hahn', 3.1142503e-05)","('Gina Torres', 2.9433546e-05)",0.9995908
A-sketch-of-Benicio-Del-Toro_4_0.png,"('Benicio Del Toro', 0.9974657)","('Robert Downey Jr', 0.0017939586)","('Imran Khan', 0.0002773331)","('Jeffrey Dean Morgan', 0.00013047288)","('Peter Gallagher', 7.84799e-05)",0.9974657
A-sketch-of-Benicio-Del-Toro_5_0.png,"('Benicio Del Toro', 0.9854526)","('Don Knotts', 0.002685996)","('Tim Curry', 0.0025289406)","('Imran Khan', 0.0014222144)","('Buster Keaton', 0.001229115)",0.9854526
A-sketch-of-Bette-Midler_1_0.png,"('Bette Midler', 0.999946)","('Kathy Griffin', 9.770275e-06)","('Hayley Williams', 7.7462355e-06)","('Betty White', 6.2109875e-06)","('Cyndi Lauper', 4.629739e-06)",0.999946
A-sketch-of-Bette-Midler_2_0.png,"('Bette Midler', 0.8736612)","('Marilyn Manson', 0.07019372)","('Michelle Visage', 0.019052675)","('Darren Criss', 0.0074697705)","('Rita Hayworth', 0.004035377)",0.8736612
A-sketch-of-Bette-Midler_3_0.png,"('Bette Midler', 0.9958275)","('Celine Dion', 0.0011781241)","('Marilyn Manson', 0.0009159467)","('Ginger Rogers', 0.00064790976)","('Sarah Jessica Parker', 0.00043665356)",0.9958275
A-sketch-of-Bette-Midler_4_0.png,"('Bette Midler', 0.999826)","('Tori Spelling', 5.3019947e-05)","('Mae West', 2.3628869e-05)","('Molly Ringwald', 2.013032e-05)","('Christina Aguilera', 9.696307e-06)",0.999826
A-sketch-of-Bette-Midler_5_0.png,"('Bette Midler', 0.99707603)","('Carrie Fisher', 0.000789182)","('Aretha Franklin', 0.0005425262)","('Jennifer Coolidge', 0.0002541797)","('Michelle Visage', 0.0001769352)",0.99707603
A-sketch-of-Betty-White_1_0.png,"('Betty White', 0.9994192)","('Bea Arthur', 0.00016268186)","('Betty Compson', 0.000112219925)","('Jessica Walter', 0.00011083597)","('Joan Cusack', 7.9779486e-05)",0.9994192
A-sketch-of-Betty-White_2_0.png,"('Betty White', 0.9526197)","('Betty Compson', 0.037894163)","('Bea Arthur', 0.0058123334)","('Bette Davis', 0.00055268867)","('Mae West', 0.0004890983)",0.9526197
A-sketch-of-Betty-White_3_0.png,"('Betty White', 0.93953615)","('Bette Davis', 0.040829923)","('Meryl Streep', 0.010387158)","('Betty Compson', 0.001522651)","('Frances Conroy', 0.0012519874)",0.93953615
A-sketch-of-Betty-White_4_0.png,"('Betty White', 0.9965514)","('Clara Bow', 0.0019588948)","('Bette Davis', 0.0004384972)","('Jessica Walter', 0.0001729516)","('Betty Compson', 0.0001431402)",0.9965514
A-sketch-of-Betty-White_5_0.png,"('Betty White', 0.97492737)","('Betty Compson', 0.012285874)","('Bette Davis', 0.006069838)","('Bea Arthur', 0.0019198207)","('Clara Bow', 0.0017836564)",0.97492737
A-sketch-of-Bill-Murray_1_0.png,"('Bill Murray', 0.6936624)","('Sean Connery', 0.081175625)","('Robert De Niro', 0.07254169)","('Robert Goulet', 0.026197126)","('Groucho Marx', 0.018132431)",0.6936624
A-sketch-of-Bill-Murray_2_0.png,"('Bill Murray', 0.99974793)","('Sean Murray', 6.5522996e-05)","('Charles Laughton', 6.131874e-05)","('Orson Welles', 1.882125e-05)","('Luther Vandross', 1.4579263e-05)",0.99974793
A-sketch-of-Bill-Murray_3_0.png,"('Bill Murray', 0.9760971)","('John Belushi', 0.006072996)","('Charlie Chaplin', 0.0044632717)","('Oliver Hardy', 0.0033410066)","('Groucho Marx', 0.002926192)",0.9760971
A-sketch-of-Bill-Murray_4_0.png,"('Bill Murray', 0.99992824)","('Jack Lemmon', 2.8432254e-05)","('Dom Deluise', 4.861588e-06)","('Peter Gabriel', 4.7274425e-06)","('Sean Murray', 3.5888115e-06)",0.99992824
A-sketch-of-Bill-Murray_5_0.png,"('Bill Murray', 0.7028519)","('Dom Deluise', 0.20284685)","('Jack Nicholson', 0.057827894)","('Oliver Hardy', 0.02055291)","('Orson Welles', 0.002096125)",0.7028519
A-sketch-of-Bill-Nye_1_0.png,"('Bill Nye', 0.68551505)","('Henry Rollins', 0.28812903)","('Michael Landon', 0.0094388025)","('James Garner', 0.0060825483)","('Charlton Heston', 0.0030482006)",0.68551505
A-sketch-of-Bill-Nye_2_0.png,"('Bill Nye', 0.9996902)","('James Garner', 7.995873e-05)","('Henry Rollins', 4.270387e-05)","('Warren Beatty', 3.7913785e-05)","('Sean Connery', 1.4132208e-05)",0.9996902
A-sketch-of-Bill-Nye_3_0.png,"('Bill Nye', 0.9990484)","('Eugene Levy', 0.0008082046)","('Burt Reynolds', 9.071454e-05)","('Sam Elliott', 1.182594e-05)","('Benedict Cumberbatch', 8.999944e-06)",0.9990484
A-sketch-of-Bill-Nye_4_0.png,"('Bill Nye', 0.99716645)","('Scott Bakula', 0.0012883664)","('Henry Rollins', 0.00042480385)","('Anthony Perkins', 0.00025959444)","('Peter Weller', 0.0001691267)",0.99716645
A-sketch-of-Bill-Nye_5_0.png,"('Bill Nye', 0.9990387)","('Richard Marx', 0.00035038614)","('James Garner', 9.399744e-05)","('Anthony Perkins', 6.416111e-05)","('Burt Reynolds', 5.009722e-05)",0.9990387
A-sketch-of-Britney-Spears_1_0.png,"('Britney Spears', 0.9410607)","('Heather Locklear', 0.04139293)","('Dianna Agron', 0.004177146)","('Lisa Marie', 0.003086115)","('Jessica Simpson', 0.0022643514)",0.9410607
A-sketch-of-Britney-Spears_2_0.png,"('Britney Spears', 0.9975121)","('Heather Locklear', 0.0017730764)","('Kim Basinger', 0.00012743792)","('Sarah Chalke', 7.730924e-05)","('Lady Gaga', 6.1619256e-05)",0.9975121
A-sketch-of-Britney-Spears_3_0.png,"('Britney Spears', 0.99872535)","('Hayley Williams', 0.00036869463)","('Heather Locklear', 0.00020314276)","('Courtney Stodden', 0.00017869812)","('Jessica Nigri', 0.000100683006)",0.99872535
A-sketch-of-Britney-Spears_4_0.png,"('Britney Spears', 0.9964521)","('Ashlee Simpson', 0.0019739734)","('Ashley Tisdale', 0.00048204276)","('Kate Hudson', 0.00029655875)","('Heather Locklear', 0.00020311323)",0.9964521
A-sketch-of-Britney-Spears_5_0.png,"('Britney Spears', 0.99864024)","('Hayley Williams', 0.00029925353)","('Sarah Chalke', 0.00014972434)","('Lisa Marie', 0.00012886098)","('Heather Locklear', 0.0001108322)",0.99864024
A-sketch-of-Brittany-Snow_1_0.png,"('Brittany Snow', 0.999699)","('Kelly Clarkson', 5.0013146e-05)","('Jodie Sweetin', 3.662301e-05)","('Lili Reinhart', 2.5337382e-05)","('Brittany Murphy', 2.3617646e-05)",0.999699
A-sketch-of-Brittany-Snow_2_0.png,"('Brittany Snow', 0.90194166)","('Emily Osment', 0.06738113)","('Linda Blair', 0.0076222112)","('Kelly Clarkson', 0.004594851)","('Rashida Jones', 0.0041955383)",0.90194166
A-sketch-of-Brittany-Snow_3_0.png,"('Emily Osment', 0.2973061)","('Brittany Snow', 0.2521636)","('Kelly Clarkson', 0.13928479)","('Jodie Sweetin', 0.11315978)","('Rosie Perez', 0.045464933)",0
A-sketch-of-Brittany-Snow_4_0.png,"('Brittany Snow', 0.990774)","('Kate Mckinnon', 0.0017539057)","('Emily Osment', 0.0016562515)","('Maika Monroe', 0.00092498056)","('Ashley Tisdale', 0.0007332888)",0.990774
A-sketch-of-Brittany-Snow_5_0.png,"('Brittany Snow', 0.85318834)","('Emily Osment', 0.05172004)","('Kelly Clarkson', 0.03118569)","('Celine Dion', 0.025739692)","('Carrie Fisher', 0.013441443)",0.85318834
A-sketch-of-Bruce-Lee_1_0.png,"('Bruce Lee', 0.9958752)","('Muhammad Ali', 0.0014476783)","('Ki Hong Lee', 0.00048692492)","('Manny Pacquiao', 0.00030807772)","('Eartha Kitt', 0.00027389763)",0.9958752
A-sketch-of-Bruce-Lee_2_0.png,"('Bruce Lee', 0.9980457)","('Elvis Presley', 0.00043833797)","('Frida Kahlo', 0.00024694728)","('Tyler Hoechlin', 0.00021825945)","('Daniel Henney', 0.00017276368)",0.9980457
A-sketch-of-Bruce-Lee_3_0.png,"('Elvis Presley', 0.65457714)","('Bruce Lee', 0.13440783)","('Jc Caylen', 0.026664868)","('John Belushi', 0.026091281)","('Alex Turner', 0.02357342)",0
A-sketch-of-Bruce-Lee_4_0.png,"('Bruce Lee', 0.9917269)","('Manny Pacquiao', 0.0057693147)","('Ki Hong Lee', 0.0014679132)","('George Takei', 0.0004199638)","('Charlie Murphy', 0.00014439202)",0.9917269
A-sketch-of-Bruce-Lee_5_0.png,"('Daniel Henney', 0.77456546)","('Jay Park', 0.069782585)","('Bruce Lee', 0.042173944)","('Bob Marley', 0.03448179)","('Lee Van Cleef', 0.010004797)",0
A-sketch-of-Burt-Reynolds_1_0.png,"('Burt Reynolds', 0.97168887)","('Tom Selleck', 0.024897352)","('Gregory Peck', 0.0017744285)","('Rick Rude', 0.0005344604)","('Chris Evans', 0.00033470662)",0.97168887
A-sketch-of-Burt-Reynolds_2_0.png,"('Burt Reynolds', 0.67031443)","('Tom Selleck', 0.25181755)","('Neil Diamond', 0.05817107)","('Roger Bart', 0.004429971)","('Steven Seagal', 0.0043555214)",0.67031443
A-sketch-of-Burt-Reynolds_3_0.png,"('Burt Reynolds', 0.6588606)","('Gregory Peck', 0.17211059)","('John Oliver', 0.03420695)","('Tyrone Power', 0.028151264)","('Lee Van Cleef', 0.013059943)",0.6588606
A-sketch-of-Burt-Reynolds_4_0.png,"('Burt Reynolds', 0.9999175)","('Sean Connery', 3.0095978e-05)","('Rick Rude', 1.3003348e-05)","('Jack Black', 5.2006963e-06)","('Rupaul', 3.2328496e-06)",0.9999175
A-sketch-of-Burt-Reynolds_5_0.png,"('Burt Reynolds', 0.9835432)","('Sean Connery', 0.008413694)","('Neil Diamond', 0.003473162)","('Dan Aykroyd', 0.0005563857)","('Big Pun', 0.0004352627)",0.9835432
A-sketch-of-Charles-Manson_1_0.png,"('Charles Manson', 0.99612916)","('Rob Zombie', 0.0028686684)","('Chuck Norris', 0.00018091351)","('Anthony Kiedis', 0.00011459439)","('Tommy Chong', 0.00010010688)",0.99612916
A-sketch-of-Charles-Manson_2_0.png,"('Charles Manson', 0.99494165)","('Rob Zombie', 0.0029866472)","('Joaquin Phoenix', 0.0009912257)","('Willie Nelson', 0.00026646262)","('John Lennon', 0.00018713812)",0.99494165
A-sketch-of-Charles-Manson_3_0.png,"('Charles Manson', 0.9603956)","('Chuck Norris', 0.029127773)","('Rob Zombie', 0.0027838678)","('Peter Dinklage', 0.0025017862)","('Josh Brolin', 0.0009936946)",0.9603956
A-sketch-of-Charles-Manson_4_0.png,"('Tim Meadows', 0.3526675)","('Groucho Marx', 0.13048849)","('Johnny Cash', 0.10825863)","('Charles Manson', 0.107716925)","('Frank Zappa', 0.03824004)",0
A-sketch-of-Charles-Manson_5_0.png,"('Charles Manson', 0.9998357)","('Hugh Jackman', 3.6489568e-05)","('Will Forte', 2.1572168e-05)","('Rob Zombie', 1.7031922e-05)","('Henry Rollins', 1.3701817e-05)",0.9998357
A-sketch-of-Christie-Brinkley_1_0.png,"('Christie Brinkley', 0.9951184)","('Carol Alt', 0.0007974521)","('Tawny Kitaen', 0.0006598047)","('Jane Fonda', 0.00034060364)","('Bo Derek', 0.00025599793)",0.9951184
A-sketch-of-Christie-Brinkley_2_0.png,"('Christie Brinkley', 0.89279306)","('Zsa Zsa Gabor', 0.07886211)","('Kim Basinger', 0.0032668924)","('Charlize Theron', 0.0028354493)","('Debbie Harry', 0.0025843098)",0.89279306
A-sketch-of-Christie-Brinkley_3_0.png,"('Christie Brinkley', 0.9956405)","('Candis Cayne', 0.0022028375)","('Michelle Pfeiffer', 0.000697112)","('Christine Baranski', 0.00027084892)","('Anna Nicole Smith', 0.00019943796)",0.9956405
A-sketch-of-Christie-Brinkley_4_0.png,"('Christie Brinkley', 0.94721097)","('Zsa Zsa Gabor', 0.021353485)","('Jane Fonda', 0.0053001526)","('Geena Davis', 0.0046216147)","('Chelsea Handler', 0.0025002218)",0.94721097
A-sketch-of-Christie-Brinkley_5_0.png,"('Christie Brinkley', 0.6711939)","('Christine Baranski', 0.16537765)","('Linda Blair', 0.050572004)","('Tawny Kitaen', 0.039194304)","('Mary Tyler Moore', 0.027151719)",0.6711939
A-sketch-of-Christina-Hendricks_1_0.png,"('Christina Hendricks', 0.99957854)","('Reba Mcentire', 0.00039117652)","('Kathy Griffin', 1.0735827e-05)","('Bryce Dallas Howard', 5.7054044e-06)","('Melinda Clarke', 2.4805076e-06)",0.99957854
A-sketch-of-Christina-Hendricks_2_0.png,"('Christina Hendricks', 0.9895553)","('Rose Mcgowan', 0.007240867)","('Julianne Moore', 0.00095986424)","('Katie Cassidy', 0.0006147902)","('Angelina Jolie', 0.00036349878)",0.9895553
A-sketch-of-Christina-Hendricks_3_0.png,"('Christina Hendricks', 0.34543756)","('Lynda Carter', 0.26590294)","('Rose Mcgowan', 0.09750681)","('Melissa Mccarthy', 0.044561733)","('Ashley Rickards', 0.030411163)",0.34543756
A-sketch-of-Christina-Hendricks_4_0.png,"('Christina Hendricks', 0.9957489)","('Jane Levy', 0.0022925602)","('Leah Remini', 0.00073707476)","('Rose Mcgowan', 0.0005745295)","('Jennifer Stone', 0.00017531773)",0.9957489
A-sketch-of-Christina-Hendricks_5_0.png,"('Marlene Dietrich', 0.37970048)","('Faye Dunaway', 0.19600615)","('Kat Dennings', 0.09524586)","('Christina Hendricks', 0.06138168)","('Rose Mcgowan', 0.047288183)",0
A-sketch-of-Clint-Eastwood_1_0.png,"('Nicolas Cage', 0.21678397)","('Bryan Cranston', 0.14349236)","('Harvey Keitel', 0.070073985)","('Cm Punk', 0.061220076)","('John Cusack', 0.043835126)",0
A-sketch-of-Clint-Eastwood_2_0.png,"('Clint Eastwood', 0.9688073)","('Anthony Perkins', 0.008578287)","('Peter Weller', 0.0068100104)","('Lee Van Cleef', 0.0044234833)","('Gregory Peck', 0.002674122)",0.9688073
A-sketch-of-Clint-Eastwood_3_0.png,"('Clint Eastwood', 0.99863833)","('Peter Weller', 0.00074024784)","('Gregory Peck', 0.00021988833)","('Charlton Heston', 0.0001411355)","('Jim Caviezel', 4.6993347e-05)",0.99863833
A-sketch-of-Clint-Eastwood_4_0.png,"('Clint Eastwood', 0.99163705)","('Lee Van Cleef', 0.001768112)","('Matt Dillon', 0.0009962973)","('Chris Evans', 0.0009104455)","('Peter Weller', 0.000852271)",0.99163705
A-sketch-of-Clint-Eastwood_5_0.png,"('Clint Eastwood', 0.9950872)","('Peter Weller', 0.0046613137)","('Lee Van Cleef', 0.00011784079)","('Merle Haggard', 1.9803329e-05)","('Chris Evans', 1.6476246e-05)",0.9950872
A-sketch-of-Countess-Vaughn_1_0.png,"('Countess Vaughn', 0.9728549)","('Missy Elliott', 0.016242005)","('Fantasia Barrino', 0.009259642)","('Kandi Burruss', 0.0012738548)","('Keyshia Cole', 8.63903e-05)",0.9728549
A-sketch-of-Countess-Vaughn_2_0.png,"('Countess Vaughn', 0.99165654)","('Trixie Mattel', 0.0038006338)","('Octavia Spencer', 0.0022122269)","('Fantasia Barrino', 0.0011543732)","('Ceelo Green', 0.000372273)",0.99165654
A-sketch-of-Countess-Vaughn_3_0.png,"('Countess Vaughn', 0.99988735)","('Trixie Mattel', 0.000103407576)","('Fantasia Barrino', 4.6522205e-06)","('Jill Scott', 2.2799784e-06)","('Octavia Spencer', 3.006684e-07)",0.99988735
A-sketch-of-Countess-Vaughn_4_0.png,"('Countess Vaughn', 0.9853439)","('Trixie Mattel', 0.004433569)","('Fantasia Barrino', 0.0038142162)","('Kandi Burruss', 0.0016652051)","('Keyshia Cole', 0.00078705396)",0.9853439
A-sketch-of-Countess-Vaughn_5_0.png,"('Countess Vaughn', 0.98386437)","('Missy Elliott', 0.008225961)","('Lil Kim', 0.0038794628)","('Oprah Winfrey', 0.0022018543)","('Keyshia Cole', 0.00088787347)",0.98386437
A-sketch-of-Dakota-Johnson_1_0.png,"('Dakota Johnson', 0.999899)","('Milana Vayntrub', 2.8687033e-05)","('Mayim Bialik', 1.3817995e-05)","('Rachel Mcadams', 7.456204e-06)","('Lindsay Lohan', 5.5493892e-06)",0.999899
A-sketch-of-Dakota-Johnson_2_0.png,"('Dakota Johnson', 0.9277278)","('Jessica Stroup', 0.017889993)","('Camila Cabello', 0.011082818)","('Kimbra', 0.0065575847)","('Lindsay Lohan', 0.0041203415)",0.9277278
A-sketch-of-Dakota-Johnson_3_0.png,"('Dakota Johnson', 0.8935075)","('Eva Green', 0.046811797)","('Harley Quinn Smith', 0.01784485)","('Bea Miller', 0.013156423)","('Milana Vayntrub', 0.004595646)",0.8935075
A-sketch-of-Dakota-Johnson_4_0.png,"('Dakota Johnson', 0.9997857)","('Krysten Ritter', 5.4296677e-05)","('Milana Vayntrub', 4.538427e-05)","('Rachel Dratch', 3.079828e-05)","('Eva Green', 1.4396974e-05)",0.9997857
A-sketch-of-Dakota-Johnson_5_0.png,"('Dakota Johnson', 0.9971551)","('Lindsay Lohan', 0.0009129441)","('Krysten Ritter', 0.0006068686)","('Camila Cabello', 0.00012199351)","('Melinda Clarke', 8.174962e-05)",0.9971551
A-sketch-of-Dane-Dehaan_1_0.png,"('Dane Dehaan', 0.99901617)","('Melinda Clarke', 0.0005650794)","('Harry Styles', 0.00016527194)","('Rose Mcgowan', 0.00012659737)","('Milla Jovovich', 7.52271e-05)",0.99901617
A-sketch-of-Dane-Dehaan_2_0.png,"('Dane Dehaan', 0.99429035)","('Harry Styles', 0.003096697)","('Elon Musk', 0.00092788634)","('Orson Welles', 0.0004998173)","('Don Knotts', 0.0004222134)",0.99429035
A-sketch-of-Dane-Dehaan_3_0.png,"('Dane Dehaan', 0.9731116)","('Cameron Monaghan', 0.022244453)","('Colin Ford', 0.0027132104)","('Harry Styles', 0.0010212979)","('Debi Mazar', 8.814383e-05)",0.9731116
A-sketch-of-Dane-Dehaan_4_0.png,"('Dane Dehaan', 0.84542525)","('Tessa Thompson', 0.04195234)","('Tim Curry', 0.03509648)","('Harry Styles', 0.022115175)","('Benicio Del Toro', 0.011354426)",0.84542525
A-sketch-of-Dane-Dehaan_5_0.png,"('Orson Welles', 0.5328433)","('Dane Dehaan', 0.30454162)","('Danny Tamberelli', 0.049742844)","('Rosalind Russell', 0.029810617)","('Elle Fanning', 0.013424197)",0
A-sketch-of-David-Bowie_1_0.png,"('David Bowie', 0.89456207)","('Milla Jovovich', 0.08494599)","('Natasha Lyonne', 0.006620489)","('Michelle Pfeiffer', 0.0040720413)","('Cameron Monaghan', 0.002282701)",0.89456207
A-sketch-of-David-Bowie_2_0.png,"('David Bowie', 0.9993499)","('Milla Jovovich', 0.00043968792)","('Katharine Hepburn', 2.655514e-05)","('Anna Kendrick', 1.9553214e-05)","('Sigourney Weaver', 1.7775936e-05)",0.9993499
A-sketch-of-David-Bowie_3_0.png,,,,,,N
A-sketch-of-David-Bowie_4_0.png,"('David Bowie', 0.99996054)","('Milla Jovovich', 1.5735075e-05)","('Erykah Badu', 3.9830315e-06)","('Sheri Moon Zombie', 2.9684809e-06)","('Michelle Pfeiffer', 2.3852504e-06)",0.99996054
A-sketch-of-David-Bowie_5_0.png,"('David Bowie', 0.9996803)","('Sigourney Weaver', 4.540273e-05)","('Sheri Moon Zombie', 3.1756063e-05)","('Robert Smith', 2.2567738e-05)","('Andy Biersack', 1.3971195e-05)",0.9996803
A-sketch-of-David-Tennant_1_0.png,"('David Tennant', 0.98777926)","('Hugh Jackman', 0.010450126)","('Al Pacino', 0.0003284653)","('Lee Van Cleef', 0.00018433036)","('Adam Levine', 0.00016601438)",0.98777926
A-sketch-of-David-Tennant_2_0.png,"('David Tennant', 0.9614052)","('Hugh Jackman', 0.017688312)","('Adam Levine', 0.00534409)","('Anthony Perkins', 0.0016059416)","('Bill Hader', 0.0015691948)",0.9614052
A-sketch-of-David-Tennant_3_0.png,"('David Tennant', 0.9988224)","('Lee Pace', 0.00043947386)","('Nicolas Cage', 0.00015452324)","('Burt Reynolds', 0.0001229265)","('Luke Wilson', 4.3743144e-05)",0.9988224
A-sketch-of-David-Tennant_4_0.png,"('David Tennant', 0.80391186)","('Adam Levine', 0.12344646)","('Hugh Jackman', 0.039819583)","('Lee Pace', 0.011876277)","('Tyler Hoechlin', 0.007873972)",0.80391186
A-sketch-of-David-Tennant_5_0.png,"('David Tennant', 0.69220245)","('Ben Stein', 0.06960946)","('Tyler Hoechlin', 0.044807114)","('Tyrone Power', 0.03470508)","('Michael Imperioli', 0.027111005)",0.69220245
A-sketch-of-Denise-Richards_1_0.png,"('Denise Richards', 0.915323)","('Carol Alt', 0.07501815)","('Sofia Vergara', 0.0037269103)","('Angela Bassett', 0.00076571904)","('Angela Robinson', 0.00070202904)",0.915323
A-sketch-of-Denise-Richards_2_0.png,"('Denise Richards', 0.9809424)","('Brittany Daniel', 0.002583819)","('Angela Bassett', 0.0023995899)","('Angela Robinson', 0.0016859972)","('Sarah Hyland', 0.0014577181)",0.9809424
